31,25,41,2,58,8,24,62,35,37,0,53,60,26,27,47,7,25,16,28,15,1,45,29,40,69,51,54,8,7,25,2,32,19,26,9,19,37,27,21,55,56,1,0,29,65,20,67,42,13,17,65,52,64,28,50,12,44,66,31,34,34,45,8,17,37,9,0,60,61,58,61,43,61,33,22,23,0,41,29,51,70,45,13,29,59,33,44,27,42,12,35,41,34,24,62,52,33,38,0,21,9,47,68,65,62,1,45,30,48,41,47,41,15,3,50,70,7,8,44,36,37,42,64,43,0,41,34,46,42,70,61,58,28,55,45,63,16,15,29,62,15,50,33,64,38,32,31,71,70,44,10,15,39,30,47,25,32,1,6,27,2,29,26,54,46,60,20,70,70,26,42,43,18,28,70,62,63,7,51,17.859,2.9997,0,7.2277,0.024509,19.942,3.9727,20.502,18.487,0.16798,3.8175,0,9.3962,8.9833,24.046,14.381,15.411,10.884,29.65,2.7284,0.31082,13.033,19.632,2.4422,8.1263,1.1595,15.497,9.6635,16.034,11.633,14.819,13.326,0,13.648,0.96417,6.8075,9.6477,16.664,0,5.5566,40.301,3.9971,7.2337,7.3802,0,7.1908,0,0,0,21.244,7.9837,41.217,28.822,12.7,10.534,22.608,28.121,7.2197,3.4744,11.791,7.5048,21.775,34.86,19.243,47.837,32.881,23.751,15.682,12.163,25.855,3.1414,20.393,30.075,26.652,15.797,42.627,40.988,2.2719,40.177,4.0301,2.7027,36.834,0,22.58,24.833,22.34,23.993,3.972,12.097,19.939,9.8527,0.22062,36.059,3.958,28.356,26.02,19.115,30.654,33.349,14.18,6.1084,15.85,9.1593,27.038,13.942,4.7802,0,2.6164,16.127,10.706,24.701,29.019,36.059,26.043,15.757,31.065,12.564,28.381,9.7527,0
49,1,8,27,47,9,64,13,31,52,32,56,55,3,33,38,34,59,15,48,12,7,26,20,60,63,7,41,5,37,57,67,17,26,62,3,0,25,25,9,31,20,59,0,39,55,58,27,12,61,40,8,14,40,35,69,55,63,1,17,32,55,39,66,27,46,68,4,9,51,60,14,24,5,27,9,27,59,3,46,59,31,65,12,25,31,46,28,33,57,21,21,8,32,68,69,48,24,62,6,16,44,58,69,32,5,4,9,50,35,57,49,57,67,23,63,29,2,33,0,53,40,70,62,24,12,2,45,16,2,51,69,29,32,2,66,5,55,14,54,51,9,29,71,40,10,49,5,63,68,69,57,45,64,54,48,46,8,67,3,56,58,27,66,43,38,24,22,19,9,65,2,17,56,18,34,21,9,9,31,23.803,12.736,15.704,13.109,2.6485,6.4915,5.738,8.6262,20.98,0,1.7559,7.5058,6.1071,9.7128,0,0.98283,0,14.752,13.801,24.758,3.7258,5.1457,42.322,6.4174,32.692,1.2163,16.382,16.525,19.55,20.784,16.437,23.583,0,17.585,0,15.647,26.068,43.622,24.441,37.469,60.384,0,36.26,22.735,58.473,5.4356,2.4693,5.6901,10.358,27.584,12.005,17.748,4.9743,3.3691,3.1544,2.5108,28.108,13.629,2.2368,0,7.2586,23.221,35.592,46.284,7.8004,0,16.976,6.5586,1.0639,16.877,11.246,33.426,0,12.101,22.764,33,16.373,11.412,14.332,25.034,1.3796,18.023,30.329,10.13,1.3319,0,21.181,18.788,8.5927,24.634,0.49453,1.5885,42.612,13.401,39.414,25.952,23.339,8.8949,26.102,12.078,18.348,12.387,43.278,11.701,0,17.865,1.5642,8.9528,12.403,0,12.028,35.523,47.119,21.917,0,25.108,28.024,36.607,8.347,6
59,6,61,19,43,39,3,5,51,63,9,63,36,1,2,43,54,2,32,60,45,67,33,16,30,15,16,67,68,16,21,2,59,20,46,22,68,31,8,70,37,46,17,35,54,55,55,34,24,67,50,43,21,14,66,11,6,61,8,36,12,62,48,51,24,8,62,15,44,23,39,57,53,48,58,26,41,21,32,65,68,39,4,29,40,30,60,27,49,7,66,42,50,17,9,5,56,14,59,32,35,21,14,32,71,63,11,51,62,17,65,69,20,50,51,22,29,53,44,7,23,22,1,1,13,53,70,44,40,20,42,64,48,60,52,35,24,19,50,69,27,32,59,31,40,39,5,69,48,40,14,45,59,46,7,11,58,13,7,43,35,35,10,44,14,67,36,41,25,13,7,60,60,64,33,71,22,40,41,21,21.121,6.9074,18.067,21.535,1.419,20.008,10.455,8.0966,8.2866,4.5546,8.4889,2.6199,4.8143,1.7849,3.232,0.9934,0,18.341,13.617,14.238,4.7465,21.202,32.569,14.927,32.502,14.161,10.245,22.731,3.8695,10.656,7.1514,0,25.259,36.769,17.951,9.173,40.586,14.52,16.908,2.7141,9.0801,21.412,20.959,35.607,7.8696,16.592,2.2823,8.7004,6.8929,28.41,13.503,2.665,3.8371,0,5.7712,12.187,6.1838,0,11.34,6.3002,0,0,0,14.628,12.111,9.9727,3.909,0,19.923,22.132,0.84605,0,0,4.8147,14.475,23.65,0,0.22001,16.216,5.3593,1.1713,6.3021,0,0,23.213,11.105,36.717,4.83,7.9026,0,1.2974,6.2908,6.3319,23.959,19.149,9.5919,3.8263,4.9807,13.004,26.26,7.9989,14.206,12.534,7.6356,14.713,11.442,2.7988,2.5212,8.9574,5.3503,23.314,38.447,26.787,17.22,0,8.3572,13.691,8.1346,2.629,32
13,0,15,1,65,3,48,8,5,64,23,45,20,22,48,58,51,56,64,39,66,2,51,32,46,22,70,49,71,33,26,22,9,6,52,53,18,47,24,10,4,44,39,3,32,9,43,36,48,52,13,51,61,54,39,56,62,27,53,43,39,51,21,19,9,52,67,69,53,41,46,17,48,33,62,25,14,14,71,2,56,25,47,16,47,52,55,27,3,51,56,68,21,56,30,51,55,47,53,24,69,25,35,23,63,10,70,71,44,39,47,37,47,11,20,13,41,22,18,50,55,56,48,61,70,41,25,28,41,49,19,30,31,45,60,56,34,5,15,44,47,41,9,8,34,21,37,44,19,34,30,43,61,48,61,35,56,4,55,14,32,16,34,23,71,26,31,22,35,25,27,24,70,39,62,34,63,53,37,39,20.857,10.666,1.3782,14.176,1.9981,5.0122,6.7662,15.789,14.396,1.2094,0,0,0.48653,19.253,15.523,5.2133,2.8867,5.9001,12.043,5.572,1.8796,34.792,54.261,5.7629,16.466,1.079,1.8253,11.918,0,0,21.622,20.512,0,24.363,0,14.987,20.732,0,9.8253,15.965,23.381,8.2557,4.7736,5.9985,8.3434,0.87798,2.9486,13.306,1.7565,17.724,5.7662,7.6274,29.66,5.9226,39.18,20.028,7.759,24.555,2.9916,12.629,24.706,21.912,37.684,7.2253,0.85174,11.638,19.185,18.105,19.824,37.12,0,40.673,4.5532,20.205,3.8049,16.733,4.1761,1.1067,19.137,14.778,12.154,36.044,4.866,10.694,24.906,11.723,15.305,8.6386,14.66,13.879,10.471,0.35131,21.641,0,0,29.656,35.653,29.254,8.4246,24.714,4.3325,20.739,6.577,7.9777,2.74,11.478,0,11.594,18.236,11.488,15.153,9.9157,49.398,21.379,20.414,39.882,3.3634,28.851,1.7584,24
47,31,64,56,19,67,47,26,4,35,17,9,40,9,18,59,24,41,51,50,23,64,18,67,30,58,52,26,52,69,9,55,51,32,41,22,65,13,29,2,28,12,38,55,63,9,14,50,67,6,9,29,68,0,35,8,55,44,46,40,24,70,28,6,54,53,71,21,3,5,45,65,33,62,48,21,13,25,29,8,63,45,35,14,60,9,46,70,63,67,33,66,23,39,68,62,51,54,68,4,52,10,44,4,18,48,45,63,28,35,21,58,64,3,56,59,61,63,1,45,63,15,20,12,31,14,34,64,1,30,66,22,28,36,25,47,60,32,60,27,18,7,55,45,36,5,48,48,28,66,25,15,34,30,61,62,5,10,25,34,50,39,15,51,17,46,51,1,31,26,11,3,31,26,69,39,10,20,25,13,1.9393,15.995,5.3154,2.5664,7.138,2.4689,8.128,2.8243,27.515,0,0,0.56043,1.3415,4.3639,17.362,16.381,15.047,22.443,29.319,19.534,0,25.014,44.111,43.483,17.331,0,5.1856,0,5.7293,20.311,3.3996,34.974,0,11.503,10.548,0,22.731,9.6527,30.844,41.629,32.525,2.5483,17.947,9.1391,24.892,3.7716,0.91138,17.103,10.686,13.897,1.1211,9.0585,56.485,34.314,21.291,20.712,27.423,28.94,13.028,18.401,51.051,44.573,49.117,2.0294,10.013,49.88,13.823,4.6521,35.737,39.247,6.7525,48.079,25.323,34.831,2.9769,59.54,8.2314,20.582,53.199,4.8086,2.8315,18.171,6.4339,17.843,18.572,15.594,17.422,6.4393,2.5354,28.347,8.7871,0.22897,47.264,1.5209,0,9.9552,32.409,44.253,12.031,0,9.7494,41.349,10.102,4.4798,0,12.656,0,0,30.266,17.233,14.028,13.041,33.2,20.392,25.772,8.1013,16.604,21.274,30.461,4
62,20,6,67,56,59,36,59,14,64,34,43,41,18,31,14,9,33,26,48,2,0,42,27,0,23,50,7,16,51,24,24,36,28,50,70,19,28,47,58,71,59,0,47,62,16,53,56,48,27,39,11,11,68,5,31,41,59,4,4,0,66,19,10,20,13,63,10,11,28,27,53,34,59,46,53,31,37,29,71,16,58,27,7,20,52,46,38,3,9,1,6,26,55,52,23,40,37,63,46,57,21,0,6,32,39,18,16,18,10,24,23,9,35,32,0,55,49,57,38,1,44,66,47,28,36,8,64,23,9,64,71,46,64,63,16,50,24,4,0,8,62,56,45,33,55,43,67,6,23,41,54,24,54,0,45,34,28,51,0,29,35,69,70,36,11,61,27,18,15,59,62,13,70,10,42,56,8,12,33,23.019,8.3983,6.7199,1.8997,0,2.8609,5.9717,0.3236,26.216,1.2291,1.3926,3.81,16.427,5.4561,24.006,8.4205,26.215,0,9.9518,15.673,1.3598,23.15,31.87,27.07,34.97,2.8455,6.8542,18.404,2.5451,19.64,12.676,10.948,14.453,8.8026,0,17.372,20.179,16.645,41.113,20.993,18.289,4.949,19.311,25.143,13.261,7.8305,7.1666,16.405,0.14381,47.345,6.2754,33.331,41.655,21.777,26.861,4.0271,31.87,19.728,2.289,23.764,9.7319,23.011,25.476,1.9672,15.609,11.736,3.8,27.293,26.114,3.5469,12.883,47.488,9.4808,15.037,43.954,1.1558,17.238,13.682,27.803,1.1495,10.618,36.069,2.7403,25.506,19.334,22.883,10.528,17.604,3.5456,14.607,13.429,0.40012,5.1072,0,0,19.512,18.859,0,17.725,3.5997,4.1415,21.805,24.777,6.4235,20.222,40.755,0,9.8471,8.1266,9.9512,8.8172,0,13.885,37.608,17.927,24.676,23.337,14.046,12.219,46
7,36,26,5,29,18,45,42,34,12,53,64,42,45,30,68,7,2,23,61,33,52,2,12,3,37,19,28,17,32,48,46,64,24,43,66,27,48,35,59,0,53,55,41,34,33,44,45,64,33,57,45,15,3,43,10,46,24,42,17,43,62,28,41,10,44,44,22,57,32,68,64,15,58,16,35,30,9,68,15,52,12,8,58,14,36,9,64,4,55,64,11,31,24,25,33,61,38,49,41,19,69,43,46,64,16,14,34,38,55,65,46,65,37,56,36,15,7,62,23,61,60,64,57,14,7,47,21,1,32,12,27,68,59,14,63,71,40,27,38,33,19,1,41,45,17,56,9,37,58,43,51,32,24,31,70,16,11,49,68,39,44,29,18,42,18,8,69,58,61,40,67,51,67,1,16,56,26,33,27,19.829,16.562,0,22.147,0.67343,18.316,3.105,0.9003,2.9202,16.146,14.665,0,0,17.885,13.343,13.21,17.825,15.065,28.527,0.92272,2.2727,64.539,36.962,17.618,10.746,0,7.5339,14.527,0,4.9613,21.038,23.225,0,0,11.144,11.043,31.899,0,7.9305,34.857,41.62,6.7116,43.043,20.243,15.882,9.9606,4.2942,14.295,0,23.132,15.319,39.579,24.152,9.1224,22.863,40.13,2.3553,25.704,3.3881,35.354,14.955,52.364,13.989,46.732,6.6327,8.7412,7.1846,11.404,19.869,4.5484,24.222,38.513,25.135,11.974,7.8568,2.5949,10.157,2.4107,23.22,2.7753,7.6758,50.767,8.4032,46.117,42.704,45.525,46.344,25.817,37.987,16.092,17.724,1.2596,9.8472,0,17.219,16.556,0,17.747,0,5.2607,17.185,36.958,0,11.331,2.476,56.027,0,6.5564,24.025,35.733,28.686,15.123,29.961,35.932,40.405,27.743,13.999,40.517,15.895,41
46,20,9,54,56,14,71,63,29,36,32,32,51,40,41,56,46,3,67,70,8,52,25,59,50,33,58,13,70,28,15,19,50,44,64,55,23,19,21,48,41,10,61,7,15,27,20,34,32,19,11,59,68,12,2,66,70,66,33,69,47,27,15,31,67,61,46,22,35,43,0,19,36,15,56,13,14,17,4,39,26,50,55,9,70,58,21,66,44,25,1,39,62,40,16,24,11,22,53,56,1,43,4,44,24,70,52,15,23,46,12,31,21,24,10,33,50,13,29,26,43,45,7,67,33,14,58,70,42,67,2,67,49,2,12,31,34,38,3,8,56,4,8,19,4,3,53,64,50,16,31,21,37,18,35,2,21,14,40,2,70,53,53,43,20,67,22,53,59,37,24,29,60,7,23,56,29,15,44,67,8.2092,4.2129,0.70138,15.003,1.7735,13.58,5.134,3.999,3.7608,0.76563,3.2673,2.1743,0.21476,9.2034,34.142,2.2576,19.563,4.0443,22.546,4.468,0,5.3666,29.649,10.31,0,0.4685,0,0,26.062,7.8982,18.315,17.973,0,11.656,7.951,13.973,13.396,9.6132,13.267,13.282,16.071,5.967,20.381,7.3314,4.8482,9.4921,10.106,18.493,1.4069,18.86,10.68,24.342,7.7462,4.34,23.763,8.9296,13.269,6.0115,3.3552,59.98,2.3195,51.987,27.32,12.441,12.047,3.7782,25.224,12.195,0.68189,36.893,5.0757,20.907,9.776,16.79,10.808,31.428,3.533,10.615,21.629,24.464,1.2513,26.766,4.807,40.67,15.805,43.499,7.9677,6.1029,3.0441,23.045,10.361,1.1035,8.4793,9.1152,5.8812,11.768,0,24.452,6.6326,21.836,24.056,29.865,10.292,5.5361,0,11.28,0.67671,1.7877,5.6724,27.813,7.9076,5.2295,15.329,5.894,20.565,27.521,4.3778,30.044,8.6276,56
43,65,56,22,0,55,63,58,70,39,65,59,45,7,42,53,32,31,34,38,55,26,32,21,36,50,3,13,36,11,10,47,40,30,32,4,7,38,55,18,64,24,1,9,37,55,5,2,52,17,23,27,63,66,55,24,43,17,2,70,44,33,61,62,53,4,2,1,34,57,0,56,26,69,41,69,34,61,56,8,59,25,70,24,3,19,24,3,26,13,57,53,27,14,8,41,67,10,44,0,33,51,40,24,39,7,49,18,16,47,32,9,8,13,34,25,71,4,22,2,60,7,15,6,63,38,67,44,21,36,54,25,11,49,22,51,42,71,71,34,22,69,14,18,64,23,3,13,61,22,39,57,46,9,49,43,20,56,29,66,47,19,41,1,70,24,48,10,22,51,3,35,56,58,46,49,10,29,55,62,17.399,16.609,0,16.069,3.6134,8.3194,1.1722,0.69109,20.723,0.58431,0,0,14.487,16.065,20.701,9.0075,16.807,16.92,23.479,2.0796,1.0116,30.742,40.437,12.262,14.954,0.38335,0,5.6295,24.971,30.344,13.041,34.637,0,23.041,0,9.8378,11.963,25.928,15.807,24.2,16.621,17.496,15.627,9.4091,1.825,4.2999,19.775,0,3.0975,4.7842,8.4544,25.103,36.46,37.986,25.859,7.7137,33.255,18.76,1.7263,26.205,17.354,13.305,30.197,37.368,5.6005,5.1491,28.931,13.453,18.26,35.138,0,14.27,14.373,10.275,18.074,50.618,12.904,4.3935,27.232,41.362,2.5171,6.3821,7.5313,46.458,16.693,36.831,6.6304,37.715,6.378,15.565,23.156,0.32759,13.744,3.5195,10.56,38.214,21.941,7.493,2.1073,14.125,11.065,11.167,0,4.7815,0,30.357,0.5058,7.7593,8.8833,13.443,20.951,9.4273,8.5788,5.5342,19.76,32.297,8.211,8.188,4.2676,0
34,59,14,67,11,41,22,67,65,71,28,29,11,70,63,56,18,23,47,7,46,37,1,46,44,56,3,7,54,65,6,26,65,24,43,64,58,42,42,30,54,8,43,37,1,61,70,54,4,45,47,3,62,12,49,44,65,61,19,71,26,27,71,41,49,21,9,29,53,28,40,8,67,3,32,68,43,38,50,69,31,49,17,65,39,60,11,40,68,18,6,55,47,31,1,9,43,69,60,32,40,70,47,55,69,38,45,15,17,20,53,18,64,66,31,4,62,6,67,71,64,20,69,69,37,49,63,24,16,4,59,45,62,65,29,27,9,47,22,27,52,65,57,7,29,42,58,62,9,62,46,13,27,43,31,35,71,69,30,58,51,70,52,39,35,22,37,66,52,52,59,29,63,32,2,26,26,35,2,46,3.1997,4.3821,0,25.265,0,24.053,4.1207,1.3443,24.367,0.71364,4.86,2.2723,1.9684,5.3023,6.7427,0.32743,2.4627,4.2893,15.12,2.5392,9.626,24.402,22.162,6.4892,13.351,8.5157,0,4.0368,0,0,33.287,0,0,4.3732,0,23.283,8.1467,13.437,8.6328,43.399,9.5505,0,15.555,31.116,3.436,3.8741,0.96793,17.259,0.62603,8.4641,22.247,7.224,55.374,18.956,23.393,23.904,34.961,38.279,4.4187,19.037,10.991,15.657,20.969,42.208,24.332,27.908,25.742,15.835,14.377,22.473,18.568,26.237,0.75129,13.501,3.8419,11.518,10.28,3.6153,7.13,6.424,2.2774,23.577,5.7097,18.867,24.923,27.989,2.1366,16.075,25.282,26.581,4.5928,1.2983,3.1718,9.783,19.162,21.023,6.9909,26.524,15.257,28.509,8.9012,33.415,0,3.8753,0,13.334,0.17502,8.1179,3.3029,35.561,7.4654,4.3902,11.749,29.932,37.874,51.785,0,27.213,14.948,32
